USER, RANK, TITLE, ARTIST, ALBUM, GENRE, PLAYS
Q295380006, 7, Echo, Trapt, , ROCK, 0
Q295380006, 6, Made of Glass, Trapt, , ROCK, 0
Q295380006, 5, The Game, Trapt, , ROCK, 0
Q295380006, 4, When all is said and done, Trapt, , ROCK, 0
Q295380006, 3, New Beginning, Trapt, , ROCK, 0
Q295380006, 2, Poem, Taproot, , ROCK, 0
Q295380006, 1, Your Love, The Outfield, , ROCK, 0
X909181865, 10, Nowhere Man, The Beatles, Rubber Soul, CLASSIC ROCK, 0
X909181865, 9, Carry On My Wayward Son, Kansas, Leftoverture, CLASSIC ROCK, 0
X909181865, 8, Helter Skelter, The Beatles, The White Album, CLASSIC ROCK, 0
X909181865, 7, Blood Sugar, Pendulum, Hold Your Colour, DRUM & BASS, 0
X909181865, 6, Dead Leaves and the Dirty Ground, The White Stripes, White Blood Cells, ALTERNATIVE, 0
X909181865, 5, Meow, Anamanaguchi, Endless Fantasy, ELECTRONIC, 0
X909181865, 4, The Phantom of the Opera, Nightwish, Century Child, METAL, 0
X909181865, 3, The Sound of Silence, Simon & Garfunkel, Wednesday Morning 3 AM, FOLK, 0
X909181865, 2, Mad World, Tears for Fears, The Hurting, NEW WAVE, 0
X909181865, 1, Piano Sonata No.14 Moonlight Sonata, Beethoven, , CLASSICAL, 0
X909181865, 13, Second Chance, Shinedown, The Sound of Madness, GRUNGE, 0
Q814072833, 1, Sweet Child O' Mine, Guns N' Roses, Appetite For Destruction, ROCK, 2500
Q814072833, 2, Kickstart My Heart, Mötley Crüe, Dr Feelgood, ROCK, 2000
Q814072833, 3, Habits (Stay High), Tove Lo, Queen of the Clouds, SYNTHPOP, 2000
Q814072833, 4, Work Hard Play Hard, Wiz Khalifa, O.N.I.F.C, HIP-HOP, 2000
Q814072833, 5, Whatever You Like, T.I., Paper Trail, HIP-HOP, 2000
Q814072833, 6, Stairway to Heaven, Led Zeppelin, Led Zeppelin IV, ROCK, 2500
Q814072833, 6, Summertime Sadness, Lana Del Rey, Born To Die, POP, 2000
Q814072833, 7, Enjoy the Ride, Krewella, Get Wet, ELECTRONIC, 2000
Q814072833, 8, Shadows, Lindsey Stirling, Lindsey Stirling, HIP-HOP, 2000
Q814072833, 9, Rest Of My Life, Ludacris, Rest Of My Life, HIP-HOP, 2000
Q814072833, 10, W.T.P., Eminem, Recovery, RAP, 2000
X2006067033, 1, good riddance (time of your life), Green Day, Redundant, ALTERNATIVE, 9000
X2006067033, 2, Grand Theft Autumn/Where is your boy, Fall Out Boy, Take this to Your grave, POP, 666
X2006067033, 3, Thnks Fr Th Mmrs, Fall Out Boy, Infinity On High, POP, 124
X2006067033, 4, King for a day, Pierce The Veil, Collide With the Sky, DANCE, 123
X2006067033, 5, Rusty James, Green Day, ¡Uno!, POP, 246
X2006067033, 6, ULTRAnumb, Blue Stahli, ULTRAnumb (single), ELECTRONIC, 32
X2006067033, 7, The middle, Jimmy Eat World, The middle, POP, 156
X2006067033, 8, Stacy's Mom, Fountains Of Wayne, Stacy's Mom (single), POP, 46
X2006067033, 9, Sarah Smiles, Panic! At The Disco, Vices & Virtues, POP, 167
X2006067033, 10, Granite, Pendulum, In Silico, ELECTRONIC, 482
Q745663040, 4, Bottled, Seahaven, Winter Forever, ALTERNATIVE, 115
Q745663040, 10, Sad Machine, Porter Robinson, Worlds, ELECTRONIC, 32
Q745663040, 1, Scream For my Ice Cream, Blood on The Dance Floor, Blood Unplugged, POP, 3215
Q745663040, 2, HEYYEYAAEYAAAEYAEYAA, He-Man, He-Man Strikes, COMEDY, 911
Q745663040, 3, Twelve Feet Deep, The Front Bottoms, My Grandma vs. Pneumonia, ALTERNATIVE, 153
Q745663040, 3, Twelve Feet Deep, The Front Bottoms, My Grandma vs. Pneumonia, ALTERNATIVE, 153
Q745663040, 5, Wonton Soup, Lil B The Based God, Blue Flame, GOSPEL, 73
Q745663040, 6, Cuz my Gear, Chief Keef, Neon Icon, RAP, 82
Q745663040, 7, Im Proud to be an American, Lee Greenwood, Bush Did 9/11, FREEDOM, 0
Q745663040, 8, Anna Sun, Walk The Moon, Walk The Moon LP, POP, 80
Q745663040, 9, Tongue Tied, Grouplove, Never Trust a Happy Song, INDIE, 112
Q858351155, 1, Never gonna give you up, Rick Astley, Whenever You Need Somebody, POP, 9000
Q858351155, 1, Never gonna give you up, Rick Astley, Whenever You Need Somebody, POP, 9000
Q858351155, 2, Combination Pizza Hut/Taco Bell, Das Racist, Shut Up Dude, ELECTRONIC, 500
Q858351155, 2, Combination Pizza Hut/Taco Bell, Das Racist, Shut Up Dude, ELECTRONIC, 500
Q858351155, 3, Looking for Some Girls (Radio Edit), Bombs Away, , DANCE, 1045
Q858351155, 4, Always, Erasure, I Say I Say I Say, POP, 8000
Q858351155, 5, Bring the Pain, Mindless Self Indulgence, Tight, PUNK, 16000
Q858351155, 6, F****t, Mindless Self Indulgence, Frankenstein Girls Will Seem Strangely Sexy, PUNK, 9765
Q858351155, 7, Seven-Eleven, Mindless Self Indulgence, , PUNK, 8555
Q858351155, 8, compuuuter, Craphazzard, , DANCE, 100
Q858351155, 9, MTC, DJ S3rl, , DANCE, 100
Q23566141, 1, Phi, Boyinaband featuring Dr. Philip Moriarty, , METAL, 0
Q23566141, 2, Never Gonna Give You Up, Rick Astley, , POP, 0
Q23566141, 3, Dragostea Din Tei, O-Zone, , DANCE, 0
Q23566141, 4, Tight Pants/Body Rolls, Leslie Hall, , POP, 0
Q23566141, 5, Sandstorm, Darude, , TRANCE, 0
Q23566141, 6, Blue, Eiffel 65, , DANCE, 0
Q23566141, 7, Tranquility of The Farm, Pachira, , DUBSTEP, 0
Q23566141, 8, On The Floor, IceJJFish, , R&B, 0
Q23566141, 9, Best SHM Mashup 2015, The Trashcan, , DUBSTEP, 0
Q23566141, 10, My Pal Foot Foot, The Shaggs, , ROCK, 0
Q1446314739, 1, Boulevard of Broken Dreams, Green Day, American Idiot, PUNK, 50
Q1446314739, 2, Crazy, Gnarls Barkley, St. Elsewhere, SOUL, 45
Q1446314739, 3, Ain't No Mountain High Enough, Marvin Gaye and Tammi Terrell, United, R&B, 40
Q1446314739, 4, Lose Yourself, Eminem, 8 Mile, RAP, 35
Q1446314739, 5, Stronger, Kanye West, Graduation, HIP-HOP, 35
Q1446314739, 6, Dream On, Aerosmith, Aerosmith, HARD ROCK, 30
Q1446314739, 7, Rock'n Me, Steve Miller Band, Fly Like an Eagle, ROCK, 30
Q1446314739, 8, Fallow Me, Uncle Kracker, Double Wide, COUNTRY, 30
Q1446314739, 9, In My Life, The Beatles, Rubber Soul, POP, 25
Q1446314739, 10, 100 Years, Five for Fighting, The Battle for everything, SOFT ROCK, 25
Q1227332871, 1, Stairway to Heaven, Led Zeppelin, Led Zeppelin IV, CLASSIC ROCK, 1000
Q1227332871, 2, Hotel California, The Eagles, Hotel California, CLASSIC ROCK, 1500
Q1227332871, 3, Dogs, Pink Floyd, Animals, CLASSIC ROCK, 45
Q1227332871, 4, Hallowed Be Thy Name, Iron Maiden, Number of the Beast, METAL, 150
Q1227332871, 5, Time, Pink Floyd, Dark Side of the Moon, CLASSIC ROCK, 50
Q1227332871, 6, Whole Lotta Love, Led Zeppelin, Led Zeppelin II, CLASSIC ROCK, 200
Q1227332871, 7, Bad Company, Bad Company, Bad Company, CLASSIC ROCK, 150
Q1227332871, 8, Back In Black, AC/DC, Back In Black, CLASSIC ROCK, 3000
Q1227332871, 9, Carry That Weight, The Beatles, Abbey Road, CLASSIC ROCK, 100
Q1227332871, 10, Shine On You Crazy Diamond (Parts I - Ix), Pink Floyd, Wish You Were Here, CLASSIC ROCK, 25
X1517060164, 1, Overwhelmed, Big Daddy Weave, , CHRISTIAN, 0
X1517060164, 2, Satisfied, About a mile, , CHRISTIAN, 0
X1517060164, 3, More, Mathew West, , CHRISTIAN, 0
X1517060164, 4, Your Are More, Tenth Avenue North, , CHRISTIAN, 0
X1517060164, 6, Oceans, Hillsong United, , CHRISTIAN, 0
X1517060164, 7, Busted Heart, For King & Country, , CHRISTIAN, 0
X1517060164, 8, 10000 Reasons, Matt Redman, , CHRISTIAN, 0
X1517060164, 9, Reckless, Jeremy Camp, , CHRISTIAN, 0
X1517060164, 10, Because He Lives, Matt Maher, , CHRISTIAN, 0
X1517060164, 5, All Along, Remedy Drive, , CHRISTIAN, 0
Q1331969439, 1, Wreckin' Bar (Ra Ra Ra), The Vaccines, What did you expect fromt the Vaccines?, ALTERNATIVE, 135
Q1331969439, 2, You Wouldn't Have to Ask, Bad Books, Bad Books, ALTERNATIVE, 128
Q1331969439, 3, Bull in a China Shop, Faintest Idea, The Voice of Treason, SKA, 62
Q1331969439, 4, Teenage Icon, The Vaccines, Teenage Icon - Single, ALTERNATIVE, 55
Q1331969439, 5, Running Away, Friendly Fires, Pala, ALTERNATIVE, 53
Q1331969439, 6, This Head I Hold, Electric Guest, Mondo, ALTERNATIVE, 52
Q1331969439, 7, Honey, Swim Deep, Where the Heaven Are We, ALTERNATIVE, 50
Q1331969439, 8, David, Viva Brother, Famous First Words, ALTERNATIVE, 49
Q1331969439, 9, Lungs, Chvrches, The Bones of What You Believe, ALTERNATIVE, 48
Q1331969439, 10, About to Die, Dirty Projectors, Swing Lo Magellan, ALTERNATIVE, 49
Q1790279484, 1, Master of Puppets, Metallica, Master of Puppets, METAL, 1000
Q1790279484, 2, Afterlife, Avenged Sevenfold, Avenged Sevenfold, METAL, 1000
Q1790279484, 3, Edge of a Revolution, Nickelback, Million Miles and Hour, HARD ROCK, 300
Q1790279484, 4, I Hate Everything About You, Three Days Grace, Three Days Grace, ROCK, 700
Q1790279484, 5, Fake It, Seether, Finding Beauty In Negative Spaces, GRUNGE, 1000
Q1790279484, 6, Hurricane, Theory of a Deadman, The Truth Is..., ROCK, 600
Q1790279484, 7, The Wrong Side of Heaven, Five Finger Death Punch, The Wrong Side of Heaven and the Righteous Side Of Hell Volume 1, METAL, 1000
Q1790279484, 8, Kryptonite, Three Doors Down, The Better Life, ROCK, 400
Q1790279484, 8, Perfect Weapon, Black Veil Brides, We Stitch These Wounds, METAL, 400
Q1790279484, 9, Blow Me Away, Breaking Benjamin, Blow Me Away (Single), METAL, 600
Q1790279484, 10, The Energy, Shinedown, The Sound of Madness, GRUNGE, 900
X1339565121, 6, Runaway Man, Tesla Boy, The Tesla Boy EP, SYNTHPOP, 8000
X1339565121, 7, The Will of One, The Protomen, The Protomen, ALTERNATIVE, 5000
X1339565121, 8, Unrest in the House of Light, The Protomen, The Protomen, COUNTRY, 3000
X1339565121, 8, Arrival, Lazerhawk, Visitors, ELECTRONIC, 2000
X1339565121, 9, The Spirit of Man, Jeff Wayne, Jeff Wayne's Musical Version of the War of the Worlds, PROGRESSIVE, 1000
X1339565121, 10, This is Our Time, Miles Malone, This is Our Time (single), SOUL, 1000
X1339565121, 1, Breaking Out, The Protomen, Act II: The Father of Death, ROCK OPERA, 10000
X1339565121, 2, Light Up the Night, The Protomen, Act II: The Father of Death, ROCK, 9000
X1339565121, 3, I'm Not The Breakman, The Megas, History Repeating: Red, ROCK, 9000
X1339565121, 4, Don't Ask Me, A Flock of Seagulls, A Flock of Seagulls, NEW WAVE, 6000
Q295798716, 1, Friday, Rebecca Black, Friday, POP, 20
Q295798716, 2, Never Gonna Give You Up, Rick Astley, Whenever You Need Somebody, POP, 40
Q295798716, 3, Photograph, Nickelback, All The Right Reasons, HARD ROCK, 15
Q295798716, 4, New Slaves, Kanye West, Yeezus, RAP, 30
Q295798716, 5, MmmBop, Hanson, Middle Of Nowhere, POP, 40
Q295798716, 6, Bully, Shinedown, Amaryllis, ROCK, 20
Q295798716, 7, Rollup, Flosstradamus, Rollup, ELECTRONIC, 60
Q295798716, 9, Creep, Radiohead, Pablo Honey, POP, 4
Q295798716, 10, The Lying Lies & Dirty Secrets of Miss Erica Court, Coheed & Cambria, Good Apollo I'm Burning Star IV Volume One: From Fear Through the Eyes of Madness, PROGRESSIVE, 20
X96424801, 1, Don't Save Me, Haim, Days Are Gone, R&B, 1230
X96424801, 2, The Mother We Share, CHVRCHES, The Bones Of What You Believe, SYNTHPOP, 945
X96424801, 3, Ain't No Rest for the Wicked, Cage the Elephant, Cage the Elephant, ALTERNATIVE, 920
X96424801, 4, Sight Of The Sun, Fun., Sight Of The Sun, INDIE, 906
X96424801, 5, Gold On The Ceiling, The Black Keys, Gold On The Ceiling, ROCK, 888
X96424801, 6, Friends, Brooklynn, Brooklynn, PROGRESSIVE, 838
X96424801, 7, Reflections, MisterWives, Reflections, INDIE, 811
X96424801, 8, Bright Whites, Kishi Bashi, 151a, INDIE, 788
X96424801, 9, The Funeral, Band Of Horses, Everything All The Time, INDIE, 757
X96424801, 10, Best Friend, Foster The People, Supermodel, INDIE, 723
Q1828705978, 1, I Write Sins Not Tragedies, Panic! at the Disco, A Fever You Can't Sweat Out, ALTERNATIVE, 100
Q1828705978, 2, Margaritaville, Jimmy Buffett, Changes in Latitudes Changes in Attitudes, EASY LISTENING, 100
Q1828705978, 3, Pink Fluffy Unicorns Dancing On Rainbows (PFUDOR), Andrew Huang, , CHILDREN'S MUSIC, 100
Q1828705978, 4, Feel Good Inc., Celia Pavey, This Music, EASY LISTENING, 100
Q1828705978, 5, Bailando, Enrique Iglesias, Sex and Love, LATIN, 100
Q1828705978, 6, There's A Good Reason These Tables Are Numbered Honey; You Just Haven't Thought of it Yet, Panic! At The Disco, A Fever You Can't Sweat Out, ALTERNATIVE, 100
Q1828705978, 6, Give me Novacaine, Green Day, American Idiot, PUNK, 100
Q1828705978, 7, Curse of the Werewolf, Timeless Miracle, Into the Enchanted Chamber, METAL, 1000
Q1828705978, 8, Rude, MAGIC!, Don't Kill the Magic, POP, 70
Q1828705978, 9, Red Like Roses Part I+II, Jeff Williams & Casey Lee Williams, RWBY: Volume 1 Soundtrack, SOUNDTRACK, 100
Q1828705978, 10, When did your heart go missing?, Rooney, Calling the World, POP, 100
X1481747264, 1, Disloyal Order Of Water Buffaloes, Fall Out Boy, Folie A Deux [LE], ALTERNATIVE, 30
X1481747264, 2, Absolute, The Fray, The Fray, ROCK, 35
X1481747264, 3, I Lived, OneRepublic, Native, POP, 36
X1481747264, 4, Holding On, Simple Plan, Simple Plan, ALTERNATIVE, 27
X1481747264, 5, Numb/Encore, Linkin Park & Jay-Z, Collision Course, HIP-HOP, 0
X1481747264, 6, Weekend, Neon Trees, Picture Show, ALTERNATIVE, 0
X1481747264, 7, Anthem Part 2, Blink-182, Take Off Your Pants and Jacket, PUNK, 0
X1481747264, 8, Vegas, All Time Low, So Wrong Its Right, ALTERNATIVE, 0
X1481747264, 9, Champagne Supernova, Oasis, (What's the Story) Morning Glory?, ROCK, 0
X1481747264, 10, Marchin On, OneRepublic, Waking Up, POP, 0
Q351885783, 1, Life On Mars?, David Bowie, Hunky Dory, ROCK, 0
Q351885783, 2, I Have The Touch, Peter Gabriel, Security, PROGRESSIVE, 0
Q351885783, 3, The Great Curve, Talking Heads, Remain In Light, ALTERNATIVE, 0
Q351885783, 4, Strange Overtones, Brian Eno & David Byrne, Everything That Happens Will Happen Today, ELECTRONIC, 0
Q351885783, 5, Hanging Upside Down, David Byrne, Uh-Oh, LATIN, 0
Q351885783, 6, Steam, Peter Gabriel, Us, PROGRESSIVE, 0
Q351885783, 7, Breezeblocks, Alt-J, An Awesome Wave, ALTERNATIVE, 0
Q351885783, 8, Forever In Blue Jeans, Neil Diamond, You Don't Bring Me Flowers, POP, 0
Q351885783, 9, Mixed Bizness, Beck, Midnite Vultures, ALTERNATIVE, 0
Q351885783, 10, Don't Bring Me Down, Electric Light Orchestra, Discovery, POP, 0
Q1270697936, 1, White & Nerdy, Weird Al Yankovic, Straight Outta Lynwood, COMEDY, 20
Q1270697936, 2, Amish Paradise, Weird Al Yankovic, Bad Hair Day, COMEDY, 20
Q1270697936, 3, The Night Santa Went Crazy, Weird Al Yankovic, Bad Hair Day, COMEDY, 20
Q1270697936, 4, Couch Potato, Weird Al Yankovic, Poodle Hat, COMEDY, 20
Q1270697936, 5, Word Crimes, Weird Al Yankovic, Mandatory Fun, COMEDY, 20
Q1270697936, 6, Canadian Idiot, Weird Al Yankovic, Straight Outta Lynwood, COMEDY, 20
Q1270697936, 7, Yoda, Weird Al Yankovic, Dare to be Stupid, COMEDY, 20
Q1270697936, 8, Party in the CIA, Weird Al Yankovic, Alpocalypse, COMEDY, 20
Q1270697936, 9, I Shot the Sheriff, Bob Marley, Legend, REGGAE, 10
Q1270697936, 10, Piano Man, Billy Joel, 12 Gardens Live, ROCK, 10
X439636067, 1, Seaside, The Kooks, Inside In / Inside Out, POP, 650
X439636067, 2, Heart it Races, Dr. Dog, Architecture in Helsinki, INDIE, 620
X439636067, 3, Riptide, Vance Joy, Dream Your Life Away, INDIE, 45
X439636067, 4, The Taste; The Touch, Asteria, Slip into Something more Comfortable, ALTERNATIVE, 100
X439636067, 5, I'm Gonna Be, The Proclaimers, Sunshine Leith, FOLK, 120
X439636067, 6, Last Chance to Lose Your Keys, Brand New, Your Favorite Weapon, ALTERNATIVE, 103
X439636067, 7, Ventura Highway, America, Homecoming, FOLK, 150
X439636067, 8, Never Going Back Again, Fleetwood Mac, Rumours, SOFT ROCK, 70
X439636067, 9, Logan to Government Center, Brand New, Your Favorite Weapon, ALTERNATIVE, 35
X439636067, 10, Everything'll Be Alright, Joshua Radin, We Were Here, INDIE, 75
X184577969, 1, Cardboard Castles, Watsky, Cardboard Castles, ALTERNATIVE, 70
X184577969, 2, Strong As an Oak, Watsky, Cardboard Castles, ALTERNATIVE, 68
X184577969, 3, Warriors, Imagine Dragons, Warriors, ALTERNATIVE, 90
X184577969, 4, The Sacrifice of Faramir, Howard Shore, The Lord of the Rings - The Return Of the King - The Complete Recordings, SOUNDTRACK, 100
X184577969, 5, Misty Mountains, The Dwarf Cast &  Richard Armitage, The Hobbit: An Unexpected Journey - Original Soundtrack, SOUNDTRACK, 100
X184577969, 6, Finish The Fight, Michael Salvatori, Halo 3: Original Soundtrack, SOUNDTRACK, 50
X184577969, 6, No Stone Unturned, Michael Salvatori, Halo 3 ODST: Original Soundtrack, SOUNDTRACK, 40
X184577969, 7, The Jazz Police, Gordon Goodwin's Big Phat Band, XXL, JAZZ, 60
X184577969, 8, Hunting Wabbits, Gordon Goodwin's Big Phat Band, XXL, JAZZ, 60
X184577969, 9, Get Smart, Gordon Goodwin's Big Phat Band, Life In The Bubble, JAZZ, 26
X184577969, 10, Game of Thrones - Main Title, New York Low Brass, Game of Thrones - New York Low Brass, SOUNDTRACK, 45
X1111425676, 1, Monument (The Inevitable End Version), Royksopp, The Inevitable end, POP, 11
X1111425676, 2, I Had This Thing, Royksopp, The Inevitable End, SYNTHPOP, 12
X1111425676, 3, Here She Comes again, Royksopp, The Inevitable End, SYNTHPOP, 11
X1111425676, 4, Relapse, OVERWERK, After Hours, DANCE, 22
X1111425676, 5, Five Hours, Deoro, Five hours, DANCE, 17
X1111425676, 6, Bad Wings, The Glitch Mob, Drink The sea, DANCE, 16
X1111425676, 7, Daybreak, OVERWERK, After Hours, DANCE, 16
X1111425676, 8, Signal, OVERWERK, After Hours, DANCE, 16
X1111425676, 9, Get Got, Death Grips, The Money Store, EXPERIMENTAL, 15
X1111425676, 10, Animus Vox, The Glitch Mob, Drink The Sea, DANCE, 15
X2127793203, 1, Feel It All Around, Washed Out, Life of Leisure, ELECTRONIC, 227
X2127793203, 2, Take Me Away, Mix Factory, Paradise, ELECTRONIC, 177
X2127793203, 3, Pyramids, Frank Ocean, Channel Orange, HIP-HOP, 164
X2127793203, 4, Fight for You, Morgan Page, Believe, DANCE, 157
X2127793203, 5, Could You Believe, ATB, Could You Believe, DANCE, 156
X2127793203, 6, Hop Skip & Jump (Instrumental), Pete Rock, Pete's Jazz, RAP, 155
X2127793203, 7, First Contact, Omni Trio, Even Angels Cast Shadows, DRUM & BASS, 146
X2127793203, 8, Yeah (St. Beethoven Remix), Boys Noize, Cream Ibiza, DANCE, 144
X2127793203, 9, Beautiful Things, DJ Tiesto, Nyana, TRANCE, 144
X2127793203, 10, Drop The Pressure, Mylo, Drop The Pressure - Single, HOUSE, 144
X2127793203, 11, Children, Robert Miles, Dreamland, HOUSE, 145
X2127793203, 12, Better Off Alone, Alice Deejay, Who Needs Guitars Anyway?, HOUSE, 142
X2127793203, 13, Please Don't Go, Mike Posner, 31 Minutes to Takeoff, HIP-HOP, 141
X2127793203, 14, Bla Bla Bla, Gigi D'Agostino, L'Amour Toujours, HOUSE, 138
X2127793203, 14, Firez, DC Breaks, Firez, DRUM & BASS, 137
X2127793203, 16, Days Go By, Dirty Vegas, Dirty Vegas, HOUSE, 137
X2127793203, 17, Gotta Get Thru This, Daniel Bedingfield, Gotta Get Thru This, HOUSE, 135
X2127793203, 18, Witchcraft, Pendulum, Immersion, DRUM & BASS, 135
X2127793203, 19, End Credits, Chase & Status, , DRUM & BASS, 134
X2127793203, 20, Turn it Around, 4 Strings, Turn It Around, HOUSE, 113
X1247974331, 1, Carry On My Wayward Son, Kansas, Leftoverture, CLASSIC ROCK, 0
X1247974331, 2, Everything is Awesome, Tegan and Sara, , POP, 0
X1247974331, 3, Wake me up, Avicii, TRUE, DANCE, 0
X1247974331, 1, Destroy, Worth Dying For, , CHRISTIAN, 0
X1247974331, 4, Moon quest, The Yogscast, , COMEDY, 0
X1247974331, 5, Diggy Diggy Hole, The Yogscast, , COMEDY, 0
X1247974331, 8, My Life is an RPG, LeetStreey Boys, , POP, 0
X1247974331, 5, Jail House Rock, Elvis Presley, , ROCK AND ROLL, 0
X1247974331, 7, I'm at a Center, NateWantsToBattle, , COMEDY, 0
X1247974331, 3, Rock City Boy, NateWantsToBattle, , ROCK, 0
X1247974331, 3, Rock City Boy, NateWantsToBattle, , ROCK, 0
X1588893094, 1, Reflections, MisterWives, Reflections, INDIE, 0
X1588893094, 2, Say My Name, ODESZA (feat. Zyra), In Return, ELECTRONIC, 0
X1588893094, 3, 2 Atoms In A Molecule, Noah And The Whale, Peaceful The World Lays Me Down, INDIE, 0
X1588893094, 4, True Affection, The Blow, Paper Television, ELECTRONIC, 0
X1588893094, 5, Chocolate, The 1975, The 1975, INDIE, 0
X1588893094, 6, The Way I Am, Ingrid Michaelson, Be OK, INDIE, 0
X1588893094, 7, Lungs, CHVRCHES, The Bones Of What You Believe, SYNTHPOP, 0
X1588893094, 8, 5 Years Time, Noah And The Whale, Peaceful The World Lays Me Down, INDIE, 0
X1588893094, 9, Call It What You Want, Foster The People, Torches, INDIE, 0
X1588893094, 10, Velvet Elvis, Alex Winston, King Con, POP, 0
X1317079592, 1, Hero of War, Rise Against, Appeal to Reason, ROCK, 9000
X1317079592, 2, Come together, The Beatles, Abbey Road, ROCK, 9000
X1317079592, 3, Wretches and Kings, Linkin Park, A Thousand Suns, ROCK, 0
X1317079592, 4, The Sharpest of Lives, My Chemical Romance, The Black Parade, ROCK, 0
X1317079592, 5, American Idiot, Green Day, American Idiot, PUNK, 0
X1317079592, 6, Holiday, Green Day, American Idiot, PUNK, 0
X1317079592, 7, In One Ear, Cage the Elephant, Cage the Elephant, ROCK, 0
X1317079592, 7, Ain't No Rest for the Wicked, Cage the Elephant, Cage the Elephant, ALTERNATIVE, 0
X1317079592, 8, Come with Me Now, KONGOS, Lunatic, ROCK, 0
X1317079592, 9, Why Don't You Get a Job, The Offspring, The Offspring: Greatest Hits, ROCK, 0
X1317079592, 10, Smells like Teen Spirit, Nirvana, Nevermind, GRUNGE, 0
Q277034236, 1, Lionhearted (feat. Urban Cone), Porter Robinson, WORLDS, ELECTRONIC, 0
Q277034236, 2, Technicolour Beat, Oh Wonder, , ELECTRONIC, 0
Q277034236, 3, Cold Cold Man, SAINT MOTEL, , ELECTRONIC, 0
Q277034236, 4, Boom Clap (Young Bombs Remix), Charli XCX, , ELECTRONIC, 0
Q277034236, 5, Wandering Star, Empire Of The Sun, Dumb and Dumber To: Original Motion Picture Soundtrack, ELECTRONIC, 0
Q277034236, 6, Walking With A Ghost (Manila Killa Remix), Tegan And Sara, , ELECTRONIC, 0
Q277034236, 7, Cool Kids (RAC Mix), Echosmith, , POP, 0
Q277034236, 8, Dead Air, CHVRCHES, , ELECTRONIC, 0
Q277034236, 9, Get Lucky (ft. Pharrell Williams and Nile Rodgers), Daft Punk, Random Access Memories, ELECTRONIC, 0
Q277034236, 10, We Are The Dream (Feat. Carousel), Sound Remedy, , ELECTRONIC, 0
Q277034236, 11, My New Friend, Carousel, , ELECTRONIC, 0
X2111246834, 1, Bable, Mumford & Sons, Bable, INDIE, 500
X2111246834, 2, Same Love, Macklemore & Ryan Lewis ft. Mary Lambert, ONE Presents agit8 Vol. 5, HIP-HOP, 300
X2111246834, 3, Say Something, A Great Big World & Christina Aguilera, Is There Anybody Out There?, INDIE, 200
X2111246834, 4, We Are Young, Fun. & Janelle Monae, Some Nights, INDIE, 200
X2111246834, 5, Some Nights, Fun, Some Nights, INDIE, 200
X2111246834, 6, Waka Waka (This Time for Africa), Shakira & Freshlyground, Listen Up! The Official 2010 FIFA World Cup Album, POP, 200
X2111246834, 7, Happy, Pharrell Williams, Despicable Me 2: Original Motion Picture Soundtrack, SOUL, 200
X2111246834, 8, Piano Man, Billy Joel, The Essential Billy Joel, ROCK, 200
X2111246834, 9, Heart of Courage, Two Steps fromHell, Invincible, CLASSICAL, 200
X2111246834, 10, Closing Time, Semisonic, Feeling Strangely Fine, ALTERNATIVE, 200
X1023888957, 1, Stella, Kashiwa Daisuke, Program Music 1, POST ROCK, 0
X1023888957, 2, Strobe, Deadmau5, For Lack of a Better Name, DANCE, 1864
X1023888957, 12, Language, Porter Robinson, Euphoria electronic, DANCE, 1864
X1023888957, 6, Moonlight Sonata, Ludwig van Beethoven, Piano Sonata No. 14, CLASSICAL, 1864
X1023888957, 6, Mars: Bringer of War, Gustav Holst, The Planets, CLASSICAL, 1864
X1023888957, 11, Tristam, Two Steps from Hell, Invincible, CLASSICAL, 1864
X1023888957, 5, Surface of the Sun, John Murphy, Sunshine(Soundtrack), SOUNDTRACK, 1864
X1023888957, 1, Hang on Little Tomato, Pink Martini, Hang on Little Tomato, ALTERNATIVE, 1864
X1023888957, 1, The Hazards of Love(entire album), The Decemberists, The Hazards of Love, ALTERNATIVE, 0
X1023888957, 8, Runnin' Down a Dream, Tom Petty and the Heartbreakers, Full Moon Fever, ROCK, 1864
X1464704218, 1, Polaroid, Imagine Dragons, Smoke + Mirrors, ROCK, 0
X1464704218, 2, Gold, Imagine Dragons, Smoke + Mirrors, ROCK, 0
X1464704218, 3, The Great Divide, Scott Stapp, , ROCK, 0
X1464704218, 4, It's Time, Imagine Dragons, , ROCK, 0
X1464704218, 5, Demons, Imagine Dragons, , ROCK, 0
X1464704218, 6, Collide, Howie Day, , ALTERNATIVE, 0
X1464704218, 7, Monsters, Timeflies, , POP, 0
X1464704218, 8, Be Like That, 3 Doors Down, , ROCK, 0
X1464704218, 9, Here Without You (Acoustic), 3 Doors Down, , ROCK, 0
X1464704218, 10, Shadow Of The Day, Linkin Park, , ROCK, 0
X1750526198, 1, New, Paul McCartney, NEW, ROCK, 0
X1750526198, 2, New Perspective, Panic! At the Disco, Jennifer's Body, ALTERNATIVE, 0
X1750526198, 3, Nine in the Afternoon, Panic! At the Disco, Pretty. Odd., ALTERNATIVE, 0
X1750526198, 4, Always, Panic! At the Disco, Vices and Virtues, ALTERNATIVE, 0
X1750526198, 5, Gold on the Ceiling, The Black Keys, El Camino, ROCK, 0
X1750526198, 6, Panic Station, Muse, The 2nd Law, ALTERNATIVE, 0
X1750526198, 7, Queenie Eye, Paul McCartney, NEW, ROCK, 0
